Prol1,995.5734141,0,1991.146828,Inf,Inf,1.32E-92,2.22E-89,Up,0,0,0,0,0,97.03436244,107.8139906,96.33702222,92.43361818,50.08548214,"GeneID:17830,Genbank:NM_008644.2,MGI:MGI:107496","proline rich, lacrimal 1",,"GO:0005515,GO:0005886,GO:0016020",protein binding|plasma membrane|membrane,,
Klk1b11,125.0973293,0,250.1946586,Inf,Inf,1.17E-91,1.80E-88,Up,0,0,0,0,0,17.8616328,15.46859397,16.09455168,15.35157492,10.48501619,"GeneID:16613,Genbank:NM_010640.2,MGI:MGI:892023",kallikrein 1-related peptidase b11,,"GO:0004252,GO:0005615,GO:0006508,GO:0008233,GO:0008236,GO:0016787,GO:0016811,GO:0030141,GO:0031638,GO:0032991,GO:0002526,GO:0003073,GO:0004175","serine-type endopeptidase activity|extracellular space|proteolysis|peptidase activity|serine-type peptidase activity|hydrolase activity|hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides|secretory granule|zymogen activation|protein-containing complex|acute inflammatory response|regulation of systemic arterial blood pressure|endopeptidase activity","mmu04614,mmu04961",Renin-angiotensin system|Endocrine and other factor-regulated calcium reabsorption
Scgb2b27,460.918526,0,921.837052,Inf,Inf,2.37E-89,3.37E-86,Up,0,0,0,0,0,64.45171464,69.09625565,59.29156501,62.21041547,34.29201135,"GeneID:233099,Genbank:NM_001100464.2,MGI:MGI:87863","secretoglobin, family 2B, member 27",,"GO:0003674,GO:0005576,GO:0008150",molecular_function|extracellular region|biological_process,,
Pip,181.1311283,0,362.2622565,Inf,Inf,1.16E-80,1.54E-77,Up,0,0,0,0,0,35.72708544,37.3702587,35.02805826,36.37088706,20.30950824,"GeneID:18716,Genbank:NM_008843.3,MGI:MGI:102696",prolactin induced protein,,"GO:0005515,GO:0005576,GO:0005615,GO:0005634,GO:0006508,GO:0010628,GO:0016324,GO:0019864,GO:0046983,GO:0070233,GO:0001580,GO:0002682,GO:0004190",protein binding|extracellular region|extracellular space|nucleus|proteolysis|positive regulation of gene expression|apical plasma membrane|IgG binding|protein dimerization activity|negative regulation of T cell apoptotic process|detection of chemical stimulus involved in sensory perception of bitter taste|regulation of immune system process|aspartic-type endopeptidase activity,,
Klk1b8,67.60040557,0.397986715,134.8028244,338.7118702,8.403914737,1.01E-73,1.24E-70,Up,0,0.063377471,0.060655159,0,0,8.695773272,8.989896241,8.574551047,8.327095635,6.107360775,"GeneID:16624,Genbank:NM_008457.3,MGI:MGI:892018",kallikrein 1-related peptidase b8,,"GO:0004252,GO:0005615,GO:0006508,GO:0008233,GO:0008236,GO:0016787,GO:0016811,GO:0030141,GO:0031638,GO:0032991,GO:0002526,GO:0003073,GO:0004175","serine-type endopeptidase activity|extracellular space|proteolysis|peptidase activity|serine-type peptidase activity|hydrolase activity|hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides|secretory granule|zymogen activation|protein-containing complex|acute inflammatory response|regulation of systemic arterial blood pressure|endopeptidase activity","mmu04614,mmu04961",Renin-angiotensin system|Endocrine and other factor-regulated calcium reabsorption
Klk1b22,98.37545616,0,196.7509123,Inf,Inf,1.30E-72,1.51E-69,Up,0,0,0,0,0,12.6736822,14.46794997,12.87796868,11.9055902,7.846107398,"GeneID:13646,Genbank:NM_010114.2,MGI:MGI:95291",kallikrein 1-related peptidase b22,,"GO:0004252,GO:0005615,GO:0006508,GO:0008233,GO:0008236,GO:0016787,GO:0016811,GO:0030141,GO:0031638,GO:0032991,GO:0002526,GO:0003073,GO:0004175","serine-type endopeptidase activity|extracellular space|proteolysis|peptidase activity|serine-type peptidase activity|hydrolase activity|hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides|secretory granule|zymogen activation|protein-containing complex|acute inflammatory response|regulation of systemic arterial blood pressure|endopeptidase activity","mmu04614,mmu04961",Renin-angiotensin system|Endocrine and other factor-regulated calcium reabsorption
Dcpp2,131.509787,0.196111743,262.8234622,1340.171973,10.38820243,1.25E-70,1.36E-67,Up,0,0,0.066705162,0,0,20.10208248,19.04815696,18.53668754,18.90405872,10.70655558,"GeneID:630537,Genbank:NM_001039238.2,MGI:MGI:3644062",demilune cell and parotid protein 2,,"GO:0003674,GO:0005575,GO:0008150",molecular_function|cellular_component|biological_process,,
Klk1b16,141.9810926,0,283.9621852,Inf,Inf,6.73E-70,6.92E-67,Up,0,0,0,0,0,17.20791072,18.19451428,18.36157235,13.36747672,10.52120952,"GeneID:16615,Genbank:XM_017321999.1,MGI:MGI:891982",kallikrein 1-related peptidase b16,,"GO:0004252,GO:0005615,GO:0006508,GO:0008233,GO:0008236,GO:0016787,GO:0016811,GO:0030141,GO:0031638,GO:0032991,GO:0002526,GO:0003073,GO:0004175","serine-type endopeptidase activity|extracellular space|proteolysis|peptidase activity|serine-type peptidase activity|hydrolase activity|hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides|secretory granule|zymogen activation|protein-containing complex|acute inflammatory response|regulation of systemic arterial blood pressure|endopeptidase activity",,
Scgb2b26,116.8117449,0,233.6234899,Inf,Inf,1.39E-69,1.35E-66,Up,0,0,0,0,0,28.27359173,24.0659579,21.00506329,26.30129909,15.13894816,"GeneID:110187,Genbank:NM_178308.2,MGI:MGI:87864","secretoglobin, family 2B, member 26",,"GO:0003674,GO:0005576,GO:0008150",molecular_function|extracellular region|biological_process,,
Klk1b21,50.4693901,0,100.9387802,Inf,Inf,1.72E-57,1.59E-54,Up,0,0,0,0,0,4.439199946,4.767416762,5.641340812,4.865257696,3.131086935,"GeneID:16616,Genbank:XM_017322001.1,MGI:MGI:892022",kallikrein 1-related peptidase b21,,"GO:0004252,GO:0005615,GO:0006508,GO:0008233,GO:0008236,GO:0016787,GO:0016811,GO:0030141,GO:0031638,GO:0032991,GO:0002526,GO:0003073,GO:0004175","serine-type endopeptidase activity|extracellular space|proteolysis|peptidase activity|serine-type peptidase activity|hydrolase activity|hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides|secretory granule|zymogen activation|protein-containing complex|acute inflammatory response|regulation of systemic arterial blood pressure|endopeptidase activity","mmu04614,mmu04961",Renin-angiotensin system|Endocrine and other factor-regulated calcium reabsorption
Wfdc12,69.81797333,0.207768674,139.428178,671.0741108,9.390328291,7.21E-57,6.36E-54,Up,0,0,0,0,0.076292158,10.94651599,11.090432,11.35550842,10.44209589,6.096935099,"GeneID:192200,Genbank:NM_138684.2,MGI:MGI:2183434",WAP four-disulfide core domain 12,,"GO:0005576,GO:0010466,GO:0030414,GO:0042742,GO:0003674,GO:0004867,GO:0005575",extracellular region|negative regulation of peptidase activity|peptidase inhibitor activity|defense response to bacterium|molecular_function|serine-type endopeptidase inhibitor activity|cellular_component,,
Dcpp1,46.66392652,0,93.32785304,Inf,Inf,4.73E-56,3.99E-53,Up,0,0,0,0,0,3.363806029,2.951284274,3.029769183,4.00988294,3.154935942,"GeneID:13184,Genbank:XM_017317222.1,MGI:MGI:105949",demilune cell and parotid protein 1,,"GO:0001824,GO:0003674,GO:0005615",blastocyst development|molecular_function|extracellular space,,
Muc19,43.88491947,0.185958521,87.58388042,470.9861095,8.879540702,2.84E-51,2.29E-48,Up,0,0,0,0.005604646,0,0.491798787,0.600182315,0.5382006,0.438302581,0.428457129,"GeneID:239611,Genbank:NM_207243.2,MGI:MGI:2676278",mucin 19,,"GO:0005576,GO:0050728,GO:0060689,GO:0002244,GO:0003674,GO:0005575",extracellular region|negative regulation of inflammatory response|cell differentiation involved in salivary gland development|hematopoietic progenitor cell differentiation|molecular_function|cellular_component,,
Klk1b3,58.13347811,0.201874971,116.0650813,574.9354693,9.167256227,3.81E-51,2.84E-48,Up,0,0.061379082,0,0,0,7.734106123,7.603616445,8.133548437,5.933189602,4.509292553,"GeneID:18050,Genbank:NM_008693.2,MGI:MGI:97322",kallikrein 1-related peptidase b3,,"GO:0004252,GO:0005057,GO:0005615,GO:0006508,GO:0008083,GO:0008233,GO:0008236,GO:0016787,GO:0016811,GO:0030141,GO:0031638,GO:0002526,GO:0032991,GO:0003073,GO:0046872,GO:0004175","serine-type endopeptidase activity|signal transducer activity, downstream of receptor|extracellular space|proteolysis|growth factor activity|peptidase activity|serine-type peptidase activity|hydrolase activity|hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides|secretory granule|zymogen activation|acute inflammatory response|protein-containing complex|regulation of systemic arterial blood pressure|metal ion binding|endopeptidase activity","mmu04614,mmu04961",Renin-angiotensin system|Endocrine and other factor-regulated calcium reabsorption
Klk1b4,132.8630922,0,265.7261844,Inf,Inf,3.83E-51,2.84E-48,Up,0,0,0,0,0,18.5103553,22.18576693,17.29631068,14.11094039,10.01727674,"GeneID:18048,Genbank:NM_010915.4,MGI:MGI:97320",kallikrein 1-related pepidase b4,,"GO:0004252,GO:0005057,GO:0005615,GO:0006508,GO:0007264,GO:0008083,GO:0016811,GO:0030141,GO:0031638,GO:0032991,GO:0043552,GO:0002526,GO:0046872,GO:0003073,GO:0004175","serine-type endopeptidase activity|signal transducer activity, downstream of receptor|extracellular space|proteolysis|small GTPase mediated signal transduction|growth factor activity|hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides|secretory granule|zymogen activation|protein-containing complex|positive regulation of phosphatidylinositol 3-kinase activity|acute inflammatory response|metal ion binding|regulation of systemic arterial blood pressure|endopeptidase activity","mmu04014,mmu04015,mmu04010,mmu04151,mmu04750",Ras signaling pathway|Rap1 signaling pathway|MAPK signaling pathway|PI3K-Akt signaling pathway|Inflammatory mediator regulation of TRP channels
Klk1b5,64.76152599,0,129.523052,Inf,Inf,3.98E-38,2.84E-35,Up,0,0,0,0,0,8.262473775,9.925735401,9.374966024,7.358315201,4.102346123,"GeneID:16622,Genbank:NM_008456.4,MGI:MGI:892020",kallikrein 1-related peptidase b5,,"GO:0004252,GO:0005615,GO:0006508,GO:0008233,GO:0008236,GO:0016787,GO:0016811,GO:0030141,GO:0031638,GO:0002526,GO:0032991,GO:0003073,GO:0004175","serine-type endopeptidase activity|extracellular space|proteolysis|peptidase activity|serine-type peptidase activity|hydrolase activity|hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides|secretory granule|zymogen activation|acute inflammatory response|protein-containing complex|regulation of systemic arterial blood pressure|endopeptidase activity","mmu04614,mmu04961",Renin-angiotensin system|Endocrine and other factor-regulated calcium reabsorption
BC048546,338.0687578,157.5702923,518.5672233,3.291021523,1.718535462,1.24E-32,8.47E-30,Up,1.650325755,1.844664818,1.976392455,1.933035149,1.471685154,5.825840461,5.869520733,5.708716739,6.77238034,4.483040514,"GeneID:232400,Genbank:NM_001001179.3,MGI:MGI:3039594",cDNA sequence BC048546,,"GO:0005576,GO:0005615,GO:0010466,GO:0030414,GO:0004866,GO:0004867,GO:0005575",extracellular region|extracellular space|negative regulation of peptidase activity|peptidase inhibitor activity|endopeptidase inhibitor activity|serine-type endopeptidase inhibitor activity|cellular_component,,
Klk1b1,24.96373381,0,49.92746763,Inf,Inf,8.35E-32,5.52E-29,Up,0,0,0,0,0,2.933865709,2.912989063,3.961382702,2.831953434,2.279266734,"GeneID:16623,Genbank:NM_010645.3,MGI:MGI:892019",kallikrein 1-related peptidase b1,,"GO:0032991,GO:0003073,GO:0042311,GO:0060048,GO:0003220,GO:0004175,GO:0004252,GO:0005615,GO:0006508,GO:0008233,GO:0008236,GO:0016787,GO:0016811,GO:0002255,GO:0030141,GO:0002526,GO:0031638,GO:0002936","protein-containing complex|regulation of systemic arterial blood pressure|vasodilation|cardiac muscle contraction|left ventricular cardiac muscle tissue morphogenesis|endopeptidase activity|serine-type endopeptidase activity|extracellular space|proteolysis|peptidase activity|serine-type peptidase activity|hydrolase activity|hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides|tissue kallikrein-kinin cascade|secretory granule|acute inflammatory response|zymogen activation|bradykinin biosynthetic process","mmu04614,mmu04961",Renin-angiotensin system|Endocrine and other factor-regulated calcium reabsorption
Klk1b27,22.59554592,0.589838938,44.6012529,75.61598599,6.240619362,4.86E-25,3.11E-22,Up,0,0,0.058676532,0.05738931,0.062218014,2.689585911,2.60899126,3.067954995,2.416637428,2.222861933,"GeneID:16619,Genbank:NM_020268.3,MGI:MGI:891980",kallikrein 1-related peptidase b27,,"GO:0004252,GO:0005615,GO:0006508,GO:0008233,GO:0008236,GO:0016787,GO:0016811,GO:0030141,GO:0031638,GO:0032991,GO:0002526,GO:0003073,GO:0004175","serine-type endopeptidase activity|extracellular space|proteolysis|peptidase activity|serine-type peptidase activity|hydrolase activity|hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides|secretory granule|zymogen activation|protein-containing complex|acute inflammatory response|regulation of systemic arterial blood pressure|endopeptidase activity",,
Ngf,116.3571873,61.29115978,171.4232147,2.796866878,1.483811588,1.38E-14,8.53E-12,Up,2.330138841,2.87524396,2.592219719,2.22330924,2.368089931,8.128826728,6.698893122,7.105048792,7.117502232,4.969731457,"GeneID:18049,Genbank:NM_013609.3,MGI:MGI:97321",nerve growth factor,,"GO:0005615,GO:0007169,GO:0007267,GO:0007422,GO:0010976,GO:0007613,GO:0014042,GO:0007623,GO:0019233,GO:0021675,GO:0030297,GO:0040011,GO:0030307,GO:0043388,GO:0030414,GO:0043524,GO:0030424,GO:0044306,GO:0045664,GO:0001934,GO:0051279,GO:0051388,GO:0045666,GO:0004857,GO:0051402,GO:0045773,GO:0004871,GO:0071229,GO:0005057,GO:0097192,GO:0005102,GO:2000648,GO:0005163,GO:2000675,GO:0005576,GO:0008021,GO:0008083,GO:0008191,GO:0008284,GO:0008344,GO:0008625,GO:0010466,GO:0030425,GO:0010628,GO:0031175,GO:0031398,GO:0031410,GO:0031954,GO:0032092,GO:0038180,GO:0046579,GO:0046928,GO:0048666,GO:0048672,GO:0048812,GO:0050804,GO:0051091","extracellular space|transmembrane receptor protein tyrosine kinase signaling pathway|cell-cell signaling|peripheral nervous system development|positive regulation of neuron projection development|memory|positive regulation of neuron maturation|circadian rhythm|sensory perception of pain|nerve development|transmembrane receptor protein tyrosine kinase activator activity|locomotion|positive regulation of cell growth|positive regulation of DNA binding|peptidase inhibitor activity|negative regulation of neuron apoptotic process|axon|neuron projection terminus|regulation of neuron differentiation|positive regulation of protein phosphorylation|regulation of release of sequestered calcium ion into cytosol|positive regulation of neurotrophin TRK receptor signaling pathway|positive regulation of neuron differentiation|enzyme inhibitor activity|neuron apoptotic process|positive regulation of axon extension|signal transducer activity|cellular response to acid chemical|signal transducer activity, downstream of receptor|extrinsic apoptotic signaling pathway in absence of ligand|signaling receptor binding|positive regulation of stem cell proliferation|nerve growth factor receptor binding|negative regulation of type B pancreatic cell apoptotic process|extracellular region|synaptic vesicle|growth factor activity|metalloendopeptidase inhibitor activity|positive regulation of cell proliferation|adult locomotory behavior|extrinsic apoptotic signaling pathway via death domain receptors|negative regulation of peptidase activity|dendrite|positive regulation of gene expression|neuron projection development|positive regulation of protein ubiquitination|cytoplasmic vesicle|positive regulation of protein autophosphorylation|positive regulation of protein binding|nerve growth factor signaling pathway|positive regulation of Ras protein signal transduction|regulation of neurotransmitter secretion|neuron development|positive regulation of collateral sprouting|neuron projection morphogenesis|modulation of chemical synaptic transmission|positive regulation of DNA binding transcription factor activity","mmu04014,mmu04015,mmu04010,mmu04151,mmu04210,mmu04722,mmu04750",Ras signaling pathway|Rap1 signaling pathway|MAPK signaling pathway|PI3K-Akt signaling pathway|Apoptosis|Neurotrophin signaling pathway|Inflammatory mediator regulation of TRP channels
Crisp1,10.60744388,0.207768674,21.00711909,101.1082119,6.659756366,5.28E-13,3.16E-10,Up,0,0,0,0,0.038093536,0.630659893,0.603454009,0.730482244,0.669346432,1.110262651,"GeneID:11571,Genbank:XM_006523500.3,MGI:MGI:102553",cysteine-rich secretory protein 1,,"GO:0005576,GO:0005615,GO:0031410",extracellular region|extracellular space|cytoplasmic vesicle,,
Klk1b24,9.088372758,0,18.17674552,Inf,Inf,2.20E-12,1.27E-09,Up,0,0,0,0,0,1.156209804,0.878558042,1.262690736,0.988166706,1.063703249,"GeneID:16617,Genbank:XM_006540674.3,MGI:MGI:892021",kallikrein 1-related peptidase b24,,"GO:0004252,GO:0005615,GO:0006508,GO:0008233,GO:0008236,GO:0016787,GO:0016811,GO:0030141,GO:0031638,GO:0032991,GO:0002526,GO:0003073,GO:0004175","serine-type endopeptidase activity|extracellular space|proteolysis|peptidase activity|serine-type peptidase activity|hydrolase activity|hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides|secretory granule|zymogen activation|protein-containing complex|acute inflammatory response|regulation of systemic arterial blood pressure|endopeptidase activity","mmu04614,mmu04961",Renin-angiotensin system|Endocrine and other factor-regulated calcium reabsorption
Ambp,12.68601517,24.3897145,0.982315836,0.040275823,-4.633942103,2.67E-12,1.50E-09,Down,1.055062243,1.161503445,1.111612308,1.328832025,0.436557339,0,0.162721616,0,0,0.041044412,"GeneID:11699,Genbank:NM_007443.4,MGI:MGI:88002",alpha 1 microglobulin/bikunin,,"GO:0005886,GO:0009986,GO:0010466,GO:0018298,GO:0019862,GO:0020037,GO:0030163,GO:0030414,GO:0031012,GO:0042803,GO:0043231,GO:0004867,GO:0051604,GO:0005576,GO:0005615",plasma membrane|cell surface|negative regulation of peptidase activity|protein-chromophore linkage|IgA binding|heme binding|protein catabolic process|peptidase inhibitor activity|extracellular matrix|protein homodimerization activity|intracellular membrane-bounded organelle|serine-type endopeptidase inhibitor activity|protein maturation|extracellular region|extracellular space,,
Alb,417.894373,820.1635447,15.62520132,0.019051324,-5.713964936,1.27E-11,6.94E-09,Down,24.54301044,19.25248265,31.96624003,26.38833411,2.817923608,0.024683761,1.800596394,0.073519111,0.024819097,0.075696172,"GeneID:11657,Genbank:NM_009654.4,MGI:MGI:87991",albumin,,"GO:0051659,GO:0019899,GO:0005604,GO:0070062,GO:0030170,GO:0005615,GO:0032991,GO:0005737,GO:0005783,GO:0005794,GO:0008144,GO:0042802,GO:0008270,GO:0043066,GO:0008289,GO:0043209,GO:0009267,GO:0046010,GO:0015643,GO:0003677,GO:0046872,GO:0019825,GO:0005504,GO:0051087,GO:0019836,GO:0005576","maintenance of mitochondrion location|enzyme binding|basement membrane|extracellular exosome|pyridoxal phosphate binding|extracellular space|protein-containing complex|cytoplasm|endoplasmic reticulum|Golgi apparatus|drug binding|identical protein binding|zinc ion binding|negative regulation of apoptotic process|lipid binding|myelin sheath|cellular response to starvation|positive regulation of circadian sleep/wake cycle, non-REM sleep|toxic substance binding|DNA binding|metal ion binding|oxygen binding|fatty acid binding|chaperone binding|hemolysis by symbiont of host erythrocytes|extracellular region",mmu04918,Thyroid hormone synthesis
